iter	Passed	Remaining
1671	26573	5212
1672	26585	5196
1673	26595	5179
1674	26612	5163
1675	26624	5146
1676	26636	5130
1677	26647	5113
1678	26659	5096
1679	26671	5080
1680	26683	5063
1681	26694	5046
1682	26707	5030
1683	26719	5013
1684	26734	4997
1685	26745	4981
1686	26760	4965
1687	26772	4948
1688	26786	4932
1689	26797	4915
1690	26808	4898
1691	26819	4882
1692	26830	4865
1693	26843	4848
1694	26855	4832
1695	26868	4815
1696	26878	4799
1697	26890	4782
1698	26902	4766
1699	26918	4750
1700	26930	4733
1701	26941	4717
1702	26956	4701
1703	26973	4685
1704	26984	4668
1705	27000	4653
1706	27016	4637
1707	27035	4622
1708	27057	4607
1709	27070	4590
1710	27087	4575
1711	27106	4559
1712	27120	4543
1713	27138	4528
1714	27154	4512
1715	27170	4496
1716	27183	4480
1717	27198	4464
1718	27214	4448
1719	27230	4432
1720	27247	4417
1721	27263	4401
1722	27280	4385
1723	27292	4369
1724	27310	4353
1725	27325	4337
1726	27336	4321
1727	27347	4304
1728	27362	4288
1729	27380	4273
1730	27390	4256
1731	27404	4240
1732	27421	4224
1733	27436	4208
1734	27447	4192
1735	27459	4175
1736	27470	4159
1737	27486	4143
1738	27503	4127
1739	27517	4111
1740	27529	4095
1741	27540	4078
1742	27552	4062
1743	27567	4046
1744	27582	4030
1745	27599	4015
1746	27613	3998
1747	27625	3982
1748	27643	3967
1749	27655	3950
1750	27666	3934
1751	27684	3918
1752	27696	3902
1753	27711	3886
1754	27724	3870
1755	27742	3854
1756	27755	3838
1757	27767	3822
1758	27779	3806
1759	27795	3790
1760	27806	3773
1761	27817	3757
1762	27829	3741
1763	27842	3724
1764	27855	3708
1765	27875	3693
1766	27885	3676
1767	27903	3661
1768	27914	3645
1769	27928	3629
1770	27940	3612
1771	27951	3596
1772	27966	3580
1773	27979	3564
1774	27991	3548
1775	28002	3531
1776	28017	3515
1777	28028	3499
1778	28038	3483
1779	28054	3467
1780	28065	3451
1781	28076	3434
1782	28086	3418
1783	28097	3401
1784	28109	3385
1785	28120	3369
1786	28130	3353
1787	28141	3336
1788	28151	3320
1789	28167	3304
1790	28178	3288
1791	28189	3272
1792	28199	3255
1793	28212	3239
1794	28224	3223
1795	28234	3207
1796	28244	3190
1797	28260	3174
1798	28273	3159
1799	28284	3142
1800	28294	3126
1801	28307	3110
1802	28322	3094
1803	28331	3078
1804	28345	3062
1805	28359	3046
1806	28368	3029
1807	28382	3014
1808	28392	2997
1809	28404	2981
1810	28418	2965
1811	28431	2949
1812	28442	2933
1813	28451	2917
1814	28461	2901
1815	28470	2884
1816	28481	2868
1817	28493	2852
1818	28504	2836
1819	28517	2820
1820	28527	2804
1821	28536	2787
1822	28546	2771
1823	28555	2755
1824	28569	2739
1825	28578	2723
1826	28588	2707
1827	28597	2690
1828	28609	2674
1829	28619	2658
1830	28655	2644
1831	28694	2631
1832	28710	2615
1833	28721	2599
1834	28731	2583
1835	28741	2567
1836	28755	2551
1837	28764	2535
1838	28778	2519
1839	28788	2503
1840	28798	2487
1841	28809	2471
1842	28820	2455
1843	28834	2439
1844	28844	2423
1845	28859	2407
1846	28872	2391
1847	28887	2376
1848	28898	2359
1849	28907	2343
1850	28917	2327
1851	28927	2311
1852	28937	2295
1853	28950	2279
1854	28964	2264
1855	28977	2248
1856	28992	2232
1857	29002	2216
1858	29016	2200
1859	29028	2184
1860	29037	2168
1861	29048	2152
1862	29058	2136
1863	29071	2121
1864	29081	2105
1865	29091	2089
1866	29103	2073
1867	29113	2057
1868	29123	2041
1869	29133	2025
1870	29147	2009
1871	29159	1993
1872	29173	1978
1873	29183	1962
1874	29197	1946
1875	29211	1930
1876	29221	1914
1877	29230	1898
1878	29244	1883
1879	29257	1867
1880	29266	1851
1881	29277	1835
1882	29287	1819
1883	29298	1803
1884	29312	1788
1885	29321	1772
1886	29331	1756
1887	29341	1740
1888	29355	1724
1889	29366	1709
1890	29379	1693
1891	29389	1677
1892	29399	1661
1893	29412	1646
1894	29422	1630
1895	29437	1614
1896	29446	1598
1897	29455	1582
1898	29469	1567
1899	29478	1551
1900	29488	1535
1901	29497	1519
1902	29507	1504
1903	29516	1488
1904	29526	1472
1905	29534	1456
1906	29544	1440
1907	29558	1425
1908	29572	1409
1909	29588	1394
1910	29598	1378
1911	29608	1362
1912	29617	1346
1913	29631	1331
1914	29645	1315
1915	29659	1300
1916	29673	1284
1917	29686	1269
1918	29701	1253
1919	29710	1237
1920	29720	1222
1921	29735	1206
1922	29749	1191
1923	29759	1175
1924	29770	1159
1925	29783	1144
1926	29794	1128
1927	29807	1113
1928	29821	1097
1929	29836	1082
1930	29847	1066
1931	29857	1050
1932	29871	1035
1933	29881	1019
1934	29892	1004
1935	29905	988
1936	29919	973
1937	29929	957
1938	29943	941
1939	29953	926
1940	29962	910
1941	29977	895
1942	29990	879
1943	30004	864
1944	30014	848
1945	30024	833
1946	30034	817
1947	30044	802
1948	30053	786
1949	30063	770
1950	30072	755
1951	30085	739
1952	30095	724
1953	30110	708
1954	30120	693
1955	30129	677
1956	30143	662
1957	30154	646
1958	30164	631
1959	30174	615
1960	30184	600
1961	30195	584
1962	30209	569
1963	30220	553
1964	30235	538
1965	30244	523
1966	30256	507
1967	30266	492
1968	30280	476
1969	30290	461
1970	30300	445
1971	30310	430
1972	30320	414
1973	30336	399
1974	30349	384
1975	30359	368
1976	30373	353
1977	30383	337
1978	30393	322
1979	30403	307
1980	30417	291
1981	30427	276
1982	30437	260
1983	30446	245
1984	30456	230
1985	30468	214
1986	30480	199
1987	30491	184
1988	30503	168
1989	30516	153
1990	30526	137
1991	30536	122
1992	30546	107
1993	30561	91
1994	30571	76
1995	30585	61
1996	30600	45
1997	30615	30
1998	30627	15
1999	30637	0
