iter	Passed	Remaining
146	2303	29031
147	2317	28999
148	2332	28973
149	2346	28942
150	2361	28922
151	2375	28881
152	2389	28845
153	2403	28808
154	2417	28772
155	2431	28737
156	2444	28698
157	2458	28664
158	2475	28657
159	2491	28655
160	2510	28677
161	2534	28752
162	2550	28745
163	2571	28783
164	2585	28758
165	2601	28743
166	2618	28741
167	2633	28721
168	2649	28706
169	2665	28692
170	2680	28668
171	2697	28672
172	2714	28662
173	2731	28663
174	2750	28688
175	2768	28696
176	2784	28675
177	2799	28657
178	2821	28703
179	2838	28695
180	2852	28668
181	2867	28645
182	2883	28628
183	2899	28618
184	2915	28599
185	2933	28612
186	2949	28593
187	2964	28574
188	2979	28552
189	2996	28546
190	3011	28522
191	3026	28503
192	3042	28482
193	3059	28485
194	3076	28475
195	3093	28469
196	3110	28466
197	3126	28453
198	3143	28451
199	3159	28433
200	3176	28426
201	3190	28399
202	3206	28383
203	3222	28370
204	3237	28351
205	3252	28326
206	3268	28313
207	3284	28300
208	3300	28281
209	3317	28275
210	3332	28259
211	3349	28248
212	3366	28247
213	3382	28230
214	3400	28234
215	3418	28231
216	3434	28217
217	3450	28202
218	3465	28185
219	3483	28184
220	3499	28172
221	3515	28151
222	3536	28181
223	3550	28151
224	3565	28131
225	3581	28110
226	3597	28099
227	3612	28075
228	3630	28075
229	3645	28055
230	3660	28033
231	3677	28025
232	3694	28019
233	3778	28518
234	3796	28514
235	3816	28525
236	3832	28508
237	3850	28503
238	3874	28544
239	3888	28512
240	3902	28479
241	3915	28445
242	3930	28421
243	3944	28390
244	3959	28361
245	3974	28335
246	3990	28318
247	4005	28294
248	4020	28274
249	4037	28265
250	4055	28258
251	4072	28247
252	4085	28213
253	4099	28181
254	4113	28149
255	4127	28119
256	4141	28091
257	4155	28057
258	4169	28026
259	4183	27995
260	4197	27966
261	4211	27939
262	4225	27908
263	4241	27888
264	4257	27871
265	4270	27841
266	4284	27811
267	4299	27787
268	4313	27759
269	4328	27733
270	4343	27710
271	4357	27682
272	4371	27656
273	4387	27638
274	4402	27612
275	4416	27584
276	4430	27559
277	4444	27531
278	4458	27504
279	4473	27478
280	4487	27450
281	4501	27424
282	4515	27398
283	4530	27373
284	4544	27349
285	4559	27327
286	4574	27305
287	4588	27278
288	4603	27257
289	4619	27239
290	4634	27218
291	4649	27198
292	4664	27175
293	4678	27148
294	4692	27121
295	4708	27106
296	4723	27085
297	4738	27061
298	4753	27041
299	4767	27015
300	4784	27007
301	4798	26982
302	4813	26956
303	4826	26928
304	4840	26900
305	4854	26873
306	4868	26849
307	4885	26836
308	4901	26823
309	4915	26796
310	4928	26768
311	4942	26739
312	4956	26714
313	4971	26693
314	4986	26671
315	5000	26648
316	5014	26622
317	5027	26594
318	5042	26573
319	5058	26554
320	5075	26546
321	5092	26536
322	5107	26517
323	5123	26504
324	5139	26488
325	5154	26468
326	5169	26450
327	5184	26429
328	5199	26408
329	5213	26383
330	5227	26357
331	5241	26331
332	5254	26305
333	5268	26278
334	5282	26253
335	5296	26229
336	5310	26205
337	5324	26179
338	5337	26152
339	5350	26125
340	5365	26101
341	5379	26077
342	5392	26052
343	5406	26027
344	5421	26005
345	5434	25979
346	5449	25957
347	5462	25932
348	5476	25906
349	5490	25883
350	5504	25860
351	5518	25837
352	5533	25816
353	5547	25794
354	5562	25773
355	5575	25747
356	5589	25722
357	5603	25700
358	5617	25676
359	5630	25652
360	5645	25630
361	5660	25612
362	5674	25589
363	5690	25575
364	5704	25554
365	5722	25547
366	5739	25537
367	5755	25522
368	5771	25509
369	5788	25502
370	5805	25490
371	5822	25479
372	5836	25460
373	5851	25439
374	5866	25419
375	5881	25401
376	5897	25388
377	5912	25368
378	5933	25375
379	5951	25370
380	5968	25362
381	5983	25343
382	5998	25324
383	6013	25306
384	6028	25289
385	6043	25269
386	6059	25257
387	6075	25243
388	6090	25222
389	6105	25203
390	6119	25181
391	6135	25170
392	6154	25167
393	6174	25166
394	6190	25153
395	6208	25147
396	6224	25131
397	6241	25122
398	6259	25115
399	6274	25097
400	6290	25084
401	6308	25077
402	6326	25069
403	6341	25053
404	6358	25042
405	6384	25067
406	6402	25061
407	6419	25049
408	6434	25030
409	6449	25012
410	6465	24995
411	6481	24983
412	6497	24967
413	6515	24959
414	6533	24953
415	6550	24940
416	6568	24935
417	6587	24932
418	6663	25142
419	6682	25140
420	6699	25126
421	6721	25133
422	6750	25167
423	6776	25187
424	6794	25180
425	6814	25178
426	6832	25169
427	6856	25183
428	6873	25171
429	6890	25159
430	6918	25184
431	6949	25223
432	6968	25220
433	7049	25435
434	7073	25448
435	7098	25461
436	7123	25479
437	7142	25472
438	7162	25468
439	7191	25495
440	7212	25495
441	7230	25485
442	7248	25476
443	7279	25510
444	7295	25494
445	7312	25477
446	7330	25467
447	7347	25452
448	7363	25437
449	7385	25439
450	7404	25432
451	7420	25412
452	7437	25397
453	7452	25378
454	7471	25370
455	7487	25351
456	7504	25338
457	7519	25317
458	7534	25294
459	7548	25271
460	7565	25255
461	7580	25235
462	7595	25213
463	7609	25190
464	7624	25168
465	7638	25143
466	7656	25134
467	7673	25117
468	7687	25094
469	7702	25074
470	7723	25074
471	7740	25058
472	7754	25035
473	7770	25016
474	7791	25014
475	7812	25014
476	7829	24999
477	7843	24975
478	7859	24955
479	7872	24931
480	7888	24910
481	7901	24886
482	7921	24878
483	7935	24856
484	7951	24837
485	7968	24824
486	7984	24806
487	8000	24789
488	8019	24779
489	8036	24764
490	8054	24753
491	8072	24741
492	8088	24724
493	8103	24705
494	8121	24691
495	8136	24672
496	8221	24863
497	8238	24848
498	8253	24827
499	8269	24808
500	8284	24787
501	8300	24769
502	8317	24753
503	8333	24736
504	8349	24717
505	8363	24694
506	8383	24686
507	8397	24663
508	8415	24652
509	8438	24654
510	8453	24631
511	8467	24609
512	8482	24588
513	8498	24569
514	8516	24557
515	8538	24555
516	8553	24535
517	8569	24518
518	8585	24500
519	8606	24494
520	8623	24479
521	8643	24473
522	8661	24459
523	8679	24449
524	8698	24439
525	8722	24443
526	8741	24433
527	8760	24422
528	8777	24406
529	8792	24385
530	8809	24369
531	8825	24353
532	8840	24332
533	8854	24308
534	8870	24288
535	8886	24271
536	8901	24252
537	8917	24232
538	8935	24219
539	8952	24203
540	8969	24188
541	8986	24174
542	9006	24165
543	9023	24150
544	9038	24130
545	9056	24116
546	9074	24105
547	9091	24088
548	9108	24074
549	9127	24064
550	9148	24058
551	9169	24053
552	9189	24046
553	9207	24032
554	9225	24020
555	9243	24007
556	9262	23996
557	9284	23992
558	9304	23985
559	9322	23972
560	9340	23960
561	9359	23948
562	9376	23931
563	9394	23918
564	9410	23902
565	9429	23889
566	9444	23870
567	9462	23856
568	9479	23841
569	9495	23822
570	9514	23812
571	9532	23797
572	9548	23779
573	9566	23765
574	9583	23749
575	9601	23736
576	9616	23716
577	9632	23697
578	9648	23679
579	9667	23668
580	9686	23657
581	9704	23644
582	9721	23628
583	9737	23608
584	9757	23601
585	9778	23595
586	9796	23581
587	9814	23568
588	9832	23554
589	9851	23542
590	9867	23526
591	9883	23507
592	9903	23496
593	9921	23483
594	9941	23475
595	9963	23471
596	9983	23461
597	10002	23449
598	10022	23442
599	10040	23428
600	10058	23414
601	10074	23395
602	10091	23379
603	10107	23360
604	10122	23341
605	10139	23324
606	10156	23307
607	10172	23289
608	10188	23272
609	10204	23252
610	10219	23232
611	10236	23217
612	10254	23202
613	10271	23186
614	10287	23167
615	10304	23151
616	10322	23136
617	10339	23121
618	10357	23106
619	10373	23089
620	10390	23072
621	10406	23054
622	10423	23039
623	10442	23026
624	10460	23013
625	10478	22999
626	10495	22983
627	10511	22964
628	10529	22950
629	10544	22930
630	10561	22914
631	10578	22897
632	10594	22878
633	10610	22860
634	10626	22843
635	10642	22824
636	10658	22806
637	10675	22790
638	10695	22780
639	10717	22775
640	10735	22760
641	10754	22747
642	10773	22736
643	10789	22718
644	10806	22702
645	10824	22688
646	10839	22668
647	10856	22652
648	10873	22634
649	10888	22614
650	10903	22594
651	10918	22574
652	10935	22557
653	10951	22539
654	10970	22526
655	10985	22507
656	10999	22484
657	11016	22467
658	11033	22452
659	11051	22438
660	11071	22427
661	11089	22412
662	11105	22395
663	11121	22377
664	11137	22358
665	11154	22342
666	11171	22326
667	11187	22307
668	11205	22293
669	11221	22275
670	11237	22256
671	11253	22239
672	11270	22222
673	11284	22200
674	11300	22182
675	11316	22165
676	11333	22147
677	11350	22131
678	11367	22116
679	11383	22098
680	11400	22081
681	11416	22062
682	11433	22046
683	11450	22031
684	11467	22013
685	11483	21996
686	11500	21980
687	11516	21962
688	11531	21941
689	11549	21927
690	11565	21909
691	11583	21893
692	11601	21879
693	11616	21860
694	11631	21841
695	11647	21821
696	11664	21806
697	11679	21786
698	11691	21761
699	11709	21746
700	11727	21730
701	11743	21714
702	11760	21696
703	11779	21684
704	11793	21663
705	11811	21648
706	11829	21634
707	11846	21619
708	11865	21605
709	11882	21589
710	11900	21575
711	11918	21560
712	11934	21543
713	11952	21527
714	11968	21509
715	11985	21493
716	12002	21478
717	12022	21466
718	12042	21454
719	12058	21437
720	12075	21421
721	12092	21403
722	12107	21385
723	12124	21368
724	12144	21356
725	12163	21344
726	12181	21330
727	12200	21316
728	12216	21299
729	12234	21283
730	12251	21267
731	12266	21247
732	12282	21231
733	12298	21212
734	12315	21195
735	12332	21180
736	12349	21163
737	12368	21150
738	12387	21137
739	12403	21119
740	12419	21101
741	12437	21086
742	12453	21068
743	12469	21050
744	12488	21036
745	12504	21020
746	12522	21004
747	12539	20988
748	12560	20978
749	12575	20959
750	12591	20941
751	12606	20922
752	12623	20904
753	12638	20885
754	12652	20863
755	12667	20844
756	12683	20825
757	12701	20811
758	12717	20794
759	12732	20774
760	12747	20754
761	12762	20735
762	12778	20717
763	12795	20700
764	12810	20681
765	12826	20662
766	12841	20643
767	12857	20625
768	12872	20606
769	12888	20587
770	12904	20570
771	12921	20553
772	12938	20537
773	12955	20520
774	12972	20505
775	12992	20492
776	13008	20474
777	13020	20451
778	13037	20434
779	13053	20416
780	13070	20401
781	13086	20382
782	13098	20359
783	13114	20340
784	13130	20322
785	13148	20308
786	13164	20290
787	13176	20266
788	13189	20244
789	13206	20227
790	13222	20209
791	13239	20193
792	13260	20183
793	13276	20165
794	13293	20149
795	13308	20130
796	13324	20111
797	13339	20092
798	13351	20068
799	13366	20050
800	13383	20033
801	13396	20010
802	13412	19992
803	13426	19972
804	13440	19952
805	13458	19937
806	13473	19918
807	13490	19901
808	13501	19877
809	13516	19857
810	13532	19839
811	13543	19814
812	13560	19798
813	13572	19775
814	13588	19757
815	13604	19740
816	13622	19724
817	13640	19710
818	13652	19687
819	13668	19669
820	13684	19651
821	13702	19636
822	13714	19614
823	13731	19596
824	13749	19582
825	13759	19556
826	13770	19531
827	13787	19516
828	13799	19492
829	13815	19474
830	13830	19455
831	13847	19439
832	13864	19424
833	13881	19407
834	13898	19391
835	13910	19368
836	13920	19341
837	13934	19322
838	13952	19307
839	13968	19290
840	13985	19273
841	14003	19258
842	14022	19245
843	14041	19232
844	14065	19225
845	14087	19216
846	14105	19200
847	14122	19185
848	14143	19174
849	14165	19165
850	14185	19153
851	14206	19142
852	14223	19126
853	14236	19104
854	14253	19087
855	14270	19071
856	14282	19049
857	14298	19031
858	14316	19016
859	14334	19001
860	14345	18977
861	14355	18952
862	14366	18928
863	14382	18909
864	14393	18886
865	14404	18862
866	14420	18845
867	14436	18826
868	14452	18809
869	14468	18792
870	14484	18774
871	14500	18757
872	14517	18740
873	14533	18724
874	14550	18708
875	14564	18687
876	14576	18665
877	14587	18641
878	14597	18616
879	14613	18599
880	14629	18581
881	14641	18559
882	14656	18541
883	14672	18523
884	14690	18507
885	14704	18488
886	14719	18469
887	14735	18453
888	14754	18438
889	14772	18423
890	14788	18406
891	14803	18388
892	14821	18373
893	14837	18355
894	14848	18333
895	14864	18315
896	14879	18297
897	14892	18275
898	14908	18258
899	14924	18241
900	14942	18226
901	14955	18205
902	14974	18192
903	14985	18167
904	14995	18144
905	15012	18127
906	15023	18104
907	15039	18086
908	15055	18070
909	15071	18052
910	15088	18036
911	15103	18018
912	15120	18001
913	15135	17984
914	15148	17962
915	15159	17939
916	15175	17922
917	15187	17901
918	15203	17883
919	15218	17865
920	15233	17846
921	15245	17824
922	15261	17808
923	15277	17790
924	15292	17772
925	15308	17754
926	15325	17739
927	15338	17718
928	15353	17700
929	15371	17685
930	15390	17671
931	15406	17654
932	15424	17639
933	15439	17621
934	15454	17603
935	15470	17586
936	15486	17569
937	15503	17553
938	15520	17537
939	15537	17520
940	15555	17506
941	15571	17489
942	15587	17472
943	15599	17450
944	15610	17427
945	15625	17408
946	15636	17386
947	15652	17369
948	15672	17356
949	15690	17342
950	15709	17328
951	15728	17314
952	15746	17299
953	15761	17281
954	15772	17258
955	15790	17244
956	15808	17229
957	15824	17212
958	15834	17188
959	15852	17173
960	15868	17155
961	15886	17141
962	15903	17125
963	15921	17110
964	15939	17095
965	15955	17078
966	15968	17058
967	15981	17038
968	15997	17021
969	16009	16999
970	16023	16980
971	16033	16957
972	16050	16941
973	16067	16925
974	16084	16909
975	16095	16886
976	16114	16872
977	16136	16861
978	16152	16845
979	16169	16829
980	16184	16811
981	16200	16794
982	16218	16779
983	16234	16762
984	16254	16749
985	16272	16734
986	16288	16717
987	16304	16700
988	16322	16686
989	16338	16668
990	16354	16652
991	16371	16636
992	16387	16618
993	16405	16603
994	16420	16585
995	16438	16570
996	16453	16552
997	16469	16535
998	16486	16519
999	16502	16502
1000	16519	16486
1001	16537	16471
1002	16555	16456
1003	16570	16438
1004	16586	16420
1005	16601	16403
1006	16618	16386
1007	16633	16369
1008	16649	16352
1009	16666	16336
1010	16687	16324
1011	16702	16306
1012	16723	16294
1013	16820	16356
1014	16850	16352
1015	16871	16340
1016	16889	16325
1017	16915	16317
1018	16931	16299
1019	16943	16279
1020	16959	16261
1021	16974	16243
1022	16990	16226
1023	17005	16208
1024	17022	16191
1025	17040	16177
1026	17062	16165
1027	17080	16149
1028	17100	16136
1029	17123	16125
1030	17144	16113
1031	17161	16097
1032	17179	16081
1033	17197	16066
1034	17210	16046
1035	17222	16025
1036	17239	16009
1037	17255	15992
1038	17271	15974
1039	17286	15956
1040	17303	15940
1041	17322	15925
1042	17340	15910
1043	17358	15895
1044	17376	15879
1045	17396	15865
1046	17410	15847
1047	17422	15826
1048	17439	15809
1049	17451	15789
1050	17469	15774
1051	17482	15754
1052	17497	15736
1053	17513	15718
1054	17528	15701
1055	17546	15685
1056	17560	15666
1057	17577	15650
1058	17596	15635
1059	17612	15618
1060	17629	15602
1061	17642	15582
1062	17660	15566
1063	17678	15551
1064	17695	15535
1065	17713	15519
1066	17726	15500
1067	17743	15484
1068	17759	15467
1069	17775	15449
1070	17790	15432
1071	17806	15414
1072	17819	15394
1073	17831	15374
1074	17843	15353
1075	17860	15337
1076	17880	15323
1077	17898	15308
1078	17919	15295
1079	17938	15280
1080	17956	15265
1081	17968	15245
1082	17984	15228
1083	18002	15212
1084	18019	15195
1085	18034	15178
1086	18050	15161
1087	18065	15143
1088	18082	15127
1089	18095	15107
1090	18111	15090
1091	18127	15073
1092	18140	15053
1093	18153	15034
1094	18168	15016
1095	18184	14998
1096	18200	14981
1097	18216	14964
1098	18232	14947
1099	18247	14929
1100	18263	14912
1101	18278	14894
1102	18289	14873
1103	18305	14856
1104	18323	14841
1105	18339	14824
1106	18356	14807
1107	18368	14787
1108	18379	14766
1109	18395	14749
1110	18411	14732
1111	18423	14712
1112	18439	14695
1113	18457	14679
1114	18471	14661
1115	18487	14643
1116	18505	14628
1117	18524	14613
1118	18538	14595
1119	18555	14579
1120	18571	14562
1121	18589	14546
1122	18606	14530
1123	18622	14513
1124	18638	14496
1125	18654	14479
1126	18671	14463
1127	18688	14447
1128	18706	14431
1129	18723	14415
1130	18741	14400
1131	18757	14382
1132	18775	14367
1133	18792	14350
1134	18809	14334
1135	18826	14318
1136	18840	14300
1137	18857	14283
1138	18874	14268
1139	18891	14251
1140	18908	14235
1141	18924	14217
1142	18939	14200
1143	18957	14184
1144	18970	14166
1145	18983	14146
1146	18998	14128
1147	19010	14109
1148	19027	14092
1149	19043	14075
1150	19059	14058
1151	19071	14038
1152	19087	14022
1153	19104	14005
1154	19122	13989
1155	19139	13973
1156	19156	13957
1157	19171	13939
1158	19183	13919
1159	19196	13900
1160	19211	13883
1161	19227	13866
1162	19241	13848
1163	19253	13828
1164	19268	13810
1165	19285	13794
1166	19303	13779
1167	19322	13763
1168	19333	13743
1169	19346	13724
1170	19361	13706
1171	19377	13689
1172	19393	13673
1173	19405	13653
1174	19421	13636
1175	19437	13619
1176	19453	13602
1177	19471	13586
1178	19484	13567
1179	19499	13550
1180	19515	13533
1181	19527	13513
1182	19546	13499
1183	19565	13484
1184	19581	13467
1185	19598	13451
1186	19612	13433
1187	19625	13414
1188	19641	13397
1189	19654	13378
1190	19671	13362
1191	19686	13344
1192	19702	13327
1193	19717	13310
1194	19730	13290
1195	19747	13275
1196	19766	13259
1197	19785	13245
1198	19798	13226
1199	19816	13210
1200	19829	13191
1201	19845	13175
1202	19863	13159
1203	19879	13142
1204	19894	13125
1205	19906	13105
1206	19918	13086
1207	19934	13069
1208	19945	13049
1209	19962	13033
1210	19979	13017
1211	19996	13001
1212	20016	12986
1213	20033	12970
1214	20050	12954
1215	20066	12937
1216	20082	12920
1217	20098	12903
1218	20113	12886
1219	20130	12870
1220	20147	12853
1221	20159	12834
1222	20173	12816
1223	20185	12797
1224	20201	12780
1225	20216	12763
1226	20236	12748
1227	20254	12733
1228	20270	12716
1229	20286	12699
1230	20302	12683
1231	20319	12666
1232	20335	12649
1233	20351	12633
1234	20366	12615
1235	20383	12599
1236	20400	12583
1237	20410	12563
1238	20425	12545
1239	20441	12528
1240	20455	12510
1241	20471	12493
1242	20490	12478
1243	20501	12458
1244	20515	12440
1245	20531	12424
1246	20547	12407
1247	20561	12389
1248	20573	12370
1249	20590	12354
1250	20605	12336
1251	20625	12322
1252	20637	12303
1253	20655	12287
1254	20671	12271
1255	20689	12255
1256	20705	12238
1257	20720	12221
1258	20740	12206
1259	20750	12186
1260	20767	12170
1261	20783	12153
1262	20798	12136
1263	20816	12120
1264	20831	12103
1265	20842	12083
1266	20856	12066
1267	20873	12050
1268	20889	12033
1269	20904	12016
1270	20915	11996
1271	20931	11979
1272	20942	11960
1273	20960	11944
1274	20976	11927
1275	20992	11910
1276	21008	11894
1277	21025	11878
1278	21043	11862
1279	21058	11845
1280	21071	11827
1281	21087	11810
1282	21100	11791
1283	21113	11773
1284	21127	11755
1285	21142	11738
1286	21157	11721
1287	21172	11703
1288	21188	11687
1289	21202	11669
1290	21218	11652
1291	21228	11632
1292	21239	11613
1293	21253	11595
1294	21267	11577
1295	21277	11558
1296	21292	11541
1297	21302	11520
1298	21315	11503
1299	21330	11485
1300	21340	11466
1301	21354	11448
1302	21371	11431
1303	21384	11413
1304	21400	11397
1305	21415	11380
1306	21432	11363
1307	21444	11345
1308	21454	11325
1309	21472	11310
1310	21490	11294
1311	21506	11278
1312	21517	11258
1313	21529	11239
1314	21544	11222
1315	21557	11204
1316	21570	11186
1317	21586	11169
1318	21602	11153
1319	21615	11135
1320	21626	11116
1321	21643	11100
1322	21657	11082
1323	21673	11066
1324	21686	11047
1325	21696	11028
1326	21710	11010
1327	21722	10992
1328	21739	10975
1329	21750	10957
1330	21766	10940
1331	21780	10923
1332	21797	10906
1333	21813	10890
1334	21831	10874
1335	21848	10859
1336	21865	10842
1337	21881	10826
1338	21897	10809
1339	21909	10791
1340	21920	10772
1341	21931	10753
1342	21945	10735
1343	21959	10718
1344	21976	10702
1345	21989	10684
1346	22005	10667
1347	22017	10649
1348	22033	10632
1349	22045	10614
1350	22055	10595
1351	22069	10577
1352	22088	10562
1353	22109	10548
1354	22122	10530
1355	22139	10514
1356	22155	10498
1357	22169	10480
1358	22184	10463
1359	22194	10444
1360	22210	10427
1361	22225	10411
1362	22238	10393
1363	22250	10374
1364	22262	10356
1365	22280	10341
1366	22295	10324
1367	22308	10306
1368	22320	10287
1369	22333	10270
1370	22346	10252
1371	22359	10234
1372	22369	10215
1373	22386	10199
1374	22401	10182
1375	22414	10164
1376	22429	10147
1377	22446	10132
1378	22458	10113
1379	22474	10097
1380	22490	10080
1381	22501	10062
1382	22512	10043
1383	22523	10024
1384	22538	10008
1385	22556	9992
1386	22568	9974
1387	22580	9956
1388	22598	9940
1389	22609	9922
1390	22620	9903
1391	22634	9886
1392	22645	9867
1393	22661	9851
1394	22677	9834
1395	22694	9819
1396	22707	9801
1397	22721	9784
1398	22735	9766
1399	22748	9749
1400	22766	9734
1401	22778	9715
1402	22790	9697
1403	22806	9681
1404	22819	9663
1405	22839	9648
1406	22849	9630
1407	22863	9612
1408	22878	9596
1409	22894	9580
1410	22910	9563
1411	22921	9545
1412	22936	9528
1413	22947	9509
1414	22963	9493
1415	22978	9477
1416	22988	9458
1417	23002	9441
1418	23020	9425
1419	23036	9409
1420	23048	9391
1421	23066	9375
1422	23077	9357
1423	23089	9339
1424	23099	9320
1425	23115	9304
1426	23130	9287
1427	23142	9270
1428	23159	9254
1429	23175	9237
1430	23193	9222
1431	23205	9204
1432	23218	9186
1433	23234	9170
1434	23249	9154
1435	23269	9139
1436	23279	9120
1437	23295	9104
1438	23309	9087
1439	23320	9068
1440	23337	9053
1441	23352	9036
1442	23367	9020
1443	23383	9003
1444	23399	8987
1445	23412	8969
1446	23422	8951
1447	23438	8935
1448	23449	8917
1449	23468	8901
1450	23478	8883
1451	23495	8867
1452	23511	8851
1453	23524	8833
1454	23541	8818
1455	23558	8801
1456	23573	8785
1457	23585	8767
1458	23600	8751
1459	23616	8734
1460	23632	8718
1461	23643	8700
1462	23660	8684
1463	23679	8669
1464	23689	8651
1465	23707	8635
1466	23722	8619
1467	23738	8602
1468	23754	8586
1469	23767	8569
1470	23785	8553
1471	23801	8537
1472	23814	8520
1473	23835	8505
1474	23851	8489
1475	23869	8473
1476	23884	8457
1477	23897	8439
1478	23912	8423
1479	23929	8407
1480	23949	8392
1481	23966	8376
1482	23982	8360
1483	24000	8345
1484	24010	8326
1485	24022	8309
1486	24033	8291
1487	24049	8275
1488	24065	8258
1489	24081	8242
1490	24098	8226
1491	24115	8210
1492	24131	8194
1493	24141	8176
1494	24156	8159
1495	24172	8143
1496	24187	8126
1497	24204	8111
1498	24222	8095
1499	24238	8079
1500	24251	8062
1501	24268	8046
1502	24280	8028
1503	24291	8011
1504	24307	7994
1505	24319	7977
1506	24338	7962
1507	24354	7945
1508	24369	7929
1509	24385	7913
1510	24397	7895
1511	24412	7879
1512	24427	7862
1513	24438	7844
1514	24456	7829
1515	24472	7813
1516	24487	7796
1517	24506	7781
1518	24523	7765
1519	24534	7747
1520	24545	7729
1521	24557	7712
1522	24569	7694
1523	24581	7677
1524	24593	7660
1525	24603	7642
1526	24615	7624
1527	24632	7608
1528	24644	7591
1529	24655	7573
1530	24671	7557
1531	24687	7541
1532	24700	7524
1533	24712	7507
1534	24722	7489
1535	24734	7471
1536	24747	7454
1537	24759	7437
1538	24770	7419
1539	24782	7402
1540	24794	7385
1541	24805	7367
1542	24819	7351
1543	24830	7333
1544	24844	7316
1545	24854	7298
1546	24866	7281
1547	24882	7265
1548	24894	7248
1549	24909	7231
1550	24922	7214
1551	24933	7197
1552	24944	7179
1553	24958	7163
1554	24971	7146
1555	24982	7128
1556	24994	7111
1557	25006	7094
1558	25018	7076
1559	25030	7059
1560	25043	7043
1561	25056	7026
1562	25069	7009
1563	25081	6991
1564	25096	6975
1565	25110	6958
1566	25120	6941
1567	25131	6923
1568	25142	6906
1569	25153	6889
1570	25166	6872
1571	25178	6855
1572	25249	6854
1573	25262	6837
1574	25281	6821
1575	25301	6807
1576	25315	6790
1577	25326	6773
1578	25350	6759
1579	25361	6741
1580	25371	6723
1581	25386	6707
1582	25397	6690
1583	25413	6674
1584	25425	6657
1585	25437	6639
1586	25447	6622
1587	25465	6606
1588	25475	6589
1589	25492	6573
1590	25504	6556
1591	25516	6539
1592	25528	6522
1593	25538	6504
1594	25554	6488
1595	25565	6471
1596	25576	6454
1597	25591	6438
1598	25603	6420
1599	25615	6403
1600	25633	6388
1601	25643	6370
1602	25656	6354
1603	25667	6336
1604	25678	6319
1605	25688	6302
1606	25699	6285
1607	25711	6267
1608	25727	6252
1609	25738	6234
1610	25750	6217
1611	25761	6200
1612	25772	6183
1613	25785	6166
1614	25800	6150
1615	25816	6134
1616	25827	6117
1617	25840	6100
1618	25854	6084
1619	25869	6068
1620	25882	6051
1621	25896	6035
1622	25907	6017
1623	25918	6000
1624	25934	5984
1625	25945	5967
1626	25962	5952
1627	25975	5935
1628	25987	5918
1629	26004	5902
1630	26022	5887
1631	26033	5870
1632	26044	5853
1633	26059	5836
1634	26075	5821
1635	26086	5804
1636	26096	5786
1637	26107	5769
1638	26124	5754
1639	26135	5737
1640	26150	5720
1641	26160	5703
1642	26173	5687
1643	26189	5671
1644	26201	5654
1645	26214	5637
1646	26226	5621
1647	26237	5604
1648	26249	5587
1649	26260	5570
1650	26270	5553
1651	26288	5537
1652	26303	5521
1653	26319	5505
1654	26331	5489
1655	26347	5473
1656	26361	5456
1657	26377	5440
1658	26392	5424
1659	26402	5407
1660	26414	5391
1661	26429	5374
1662	26441	5358
1663	26452	5341
1664	26464	5324
1665	26482	5309
1666	26494	5292
1667	26512	5277
1668	26529	5261
1669	26540	5244
1670	26556	5228
