iter	RMSE
134	618.6827132
135	617.0242851
136	615.3245406
137	614.1859205
138	613.0863274
139	611.8800358
140	610.2698409
141	609.2558397
142	608.29286
143	607.2551985
144	606.3990032
145	605.4206958
146	603.9517172
147	602.9018394
148	602.1134061
149	601.3525297
150	600.3290576
151	598.9670985
152	597.6994267
153	596.8427636
154	596.0293031
155	594.8645832
156	593.7206446
157	592.8409373
158	592.185148
159	591.5496519
160	590.6936601
161	589.5336289
162	588.9096282
163	587.8325483
164	587.2516211
165	586.672074
166	585.9580969
167	584.7859838
168	584.2446667
169	583.2146537
170	582.5700528
171	581.5595997
172	580.2609283
173	579.1996007
174	578.5207109
175	578.0064324
176	577.2052411
177	576.4884814
178	575.9006851
179	575.4292036
180	574.5925758
181	573.9163053
182	573.1183415
183	571.9391795
184	571.1234018
185	570.5716296
186	569.8736146
187	569.3752298
188	568.7066259
189	568.1116008
190	567.6872131
191	567.2264815
192	566.5170955
193	566.1443464
194	565.6535418
195	565.122567
196	564.5933253
197	564.1036567
198	563.3783983
199	562.6846484
200	561.9943009
201	561.4284109
202	560.9047478
203	560.5199794
204	559.9850981
205	559.470741
206	559.0889626
207	558.6156128
208	558.3306088
209	557.841358
210	557.5155958
211	557.1087861
212	556.4624231
213	556.0489596
214	555.174072
215	554.7990625
216	554.3406483
217	553.9109512
218	553.5873019
219	553.1489804
220	552.742672
221	552.4605342
222	552.0480241
223	551.6514818
224	551.312044
225	551.0350335
226	550.6932612
227	550.3224039
228	549.8808618
229	549.5712285
230	548.7805748
231	548.4253642
232	547.9466019
233	547.5371572
234	546.7579637
235	546.4215767
236	546.0791214
237	545.4724987
238	544.9706911
239	544.2445525
240	543.9296018
241	543.5817468
242	543.0055098
243	542.5918146
244	542.3572751
245	541.9405764
246	541.5615287
247	541.2476333
248	540.9147576
249	540.5531207
250	540.0195999
251	539.7641863
252	539.1203552
253	538.7796728
254	538.4863269
255	537.880014
256	537.6765022
257	537.4542314
258	536.9602014
259	536.7151531
260	536.4630765
261	536.2929614
262	536.1076032
263	535.7942659
264	535.5314689
265	535.2298601
266	534.8800806
267	534.6212845
268	533.997429
269	533.7185697
270	533.4984725
271	533.2791608
272	533.0442167
273	532.726499
274	532.4415746
275	532.1876334
276	531.8350542
277	531.6654028
278	531.4465072
279	531.1882245
280	530.6693337
281	530.0650603
282	529.8041527
283	529.5713039
284	529.2903267
285	529.0256641
286	528.7765103
287	528.5181553
288	527.9313244
289	527.6903762
290	527.4418268
291	527.1625085
292	526.9495363
293	526.6545488
294	526.4409138
295	526.1834307
296	525.9575685
297	525.7288346
298	525.510727
299	525.3064671
300	525.116233
301	524.8767716
302	524.7284866
303	524.4161549
304	524.0369169
305	523.7227666
306	523.5267902
307	523.3262212
308	522.8919462
309	522.6685092
310	522.4255946
311	522.2158703
312	521.8828498
313	521.70247
314	521.4932153
315	521.1086433
316	520.9593129
317	520.8227471
318	520.5544051
319	520.0842964
320	519.8627583
321	519.644178
322	519.4779334
323	519.2915093
324	519.117895
325	518.7631213
326	518.5971131
327	518.2255318
328	518.0005467
329	517.849609
330	517.6816664
331	517.2744668
332	517.1361337
333	516.9571384
334	516.7396587
335	516.5936161
336	516.4420753
337	516.2873903
338	516.1429209
339	515.9242196
340	515.7125929
341	515.4473603
342	515.2331464
343	514.9477009
344	514.7774086
345	514.5750805
346	514.3546387
347	513.9503968
348	513.793611
349	513.5418932
350	513.2717037
351	513.161877
352	513.0141534
353	512.7513365
354	512.5607529
355	512.4672722
356	512.3314281
357	512.1633629
358	511.9045633
359	511.6069357
360	511.3623391
361	511.2109651
362	511.0329983
363	510.8923376
364	510.7449281
365	510.4983927
366	510.2531537
367	510.1118894
368	509.9403987
369	509.7615161
370	509.59994
371	509.2318331
372	509.0272452
373	508.8711133
374	508.7223386
375	508.366634
376	508.1344967
377	507.9506566
378	507.8051262
379	507.6455219
380	507.4768256
381	507.2956226
382	507.1611858
383	506.9219313
384	506.7823093
385	506.5564913
386	506.2188763
387	506.1122481
388	505.9619065
389	505.8161119
390	505.4961012
391	505.288291
392	505.1582541
393	504.9829498
394	504.8239401
395	504.653122
396	504.4883939
397	504.3283858
398	504.1050083
399	504.0061941
400	503.7486016
401	503.5122258
402	503.3877225
403	503.2207509
404	502.9478608
405	502.8463407
406	502.741279
407	502.6117666
408	502.5064585
409	502.2987084
410	502.141951
411	502.0390268
412	501.8829502
413	501.7549097
414	501.643098
415	501.5147704
416	501.3790095
417	501.1206882
418	500.9092534
419	500.7152089
420	500.3451791
421	500.0562763
422	499.8148675
423	499.6318778
424	499.5321787
425	499.3422787
426	499.2077425
427	499.1155915
428	498.8874954
429	498.7442329
430	498.5960154
431	498.402832
432	498.1817439
433	498.0743903
434	497.9139707
435	497.7971427
436	497.6920964
437	497.544334
438	497.422693
439	497.2951559
440	496.9755571
441	496.8326269
442	496.7470771
443	496.6847513
444	496.5960676
445	496.4838357
446	496.3368835
447	496.2667156
448	496.0787915
449	495.8362173
450	495.6697876
451	495.5788362
452	495.4760635
453	495.3856768
454	495.2633913
455	495.1372429
456	494.9819942
457	494.8643882
458	494.7612381
459	494.6661115
460	494.4605951
461	494.2071398
462	494.1306222
463	493.9366671
464	493.7155871
465	493.3832502
466	493.0888898
467	492.9558646
468	492.8410797
469	492.6286498
470	492.5189069
471	492.3668595
472	492.136355
473	492.0171477
474	491.767156
475	491.6084521
476	491.5142712
477	491.387045
478	491.1764371
479	491.0036112
480	490.8542681
481	490.7743421
482	490.6564491
483	490.4967217
484	490.4045509
485	490.3334186
486	490.2289685
487	490.0329779
488	489.9267583
489	489.8249682
490	489.7353314
491	489.5524215
492	489.3438892
493	489.1507866
494	488.9898433
495	488.791038
496	488.6244404
497	488.4395198
498	488.3288354
499	488.1974722
500	488.1140067
501	487.9841817
502	487.874323
503	487.7525061
504	487.6807547
505	487.5239739
506	487.3207055
507	487.1315397
508	487.0176065
509	486.9233084
510	486.7414076
511	486.6782079
512	486.4420237
513	486.2958956
514	486.1065349
515	485.8750862
516	485.655454
517	485.548831
518	485.3396581
519	485.1821062
520	485.0745032
521	484.9816378
522	484.8858193
523	484.6682517
524	484.5316726
525	484.2675229
526	484.2099961
527	484.0418511
528	483.9412667
529	483.7796442
530	483.6310718
531	483.5880829
532	483.4281439
533	483.3224799
534	483.2257902
535	483.0807121
536	482.9586978
537	482.8869085
538	482.7093398
539	482.5907091
540	482.5253955
541	482.4638743
542	482.4385122
543	482.3935527
544	482.3177742
545	482.1819244
546	482.0313465
547	481.8712582
548	481.7221267
549	481.6346721
550	481.5615386
551	481.4655248
552	481.3487353
553	481.2112434
554	481.1698337
555	481.0372514
556	480.8578215
557	480.7755709
558	480.6751427
559	480.5281451
560	480.4131323
561	480.3417882
562	480.2009703
563	480.1631307
564	480.0756134
565	480.0263761
566	479.8073577
567	479.7173547
568	479.6201302
569	479.5108213
570	479.4455164
571	479.3004759
572	479.2332363
573	479.1222282
574	479.0167674
575	478.9415487
576	478.794285
577	478.6440173
578	478.5487646
579	478.4635567
580	478.3973392
581	478.2696885
582	478.2126396
583	478.1826095
584	478.100965
585	477.999886
586	477.9267889
587	477.7224755
588	477.638158
589	477.5784537
590	477.5329922
591	477.4750099
592	477.3671233
593	477.2949382
594	477.2133644
595	477.0539451
596	476.972152
597	476.9183924
598	476.8067266
599	476.7542257
600	476.6438437
601	476.5404347
602	476.4878153
603	476.3773418
604	476.3417702
605	476.2729235
606	476.1582213
607	476.058009
608	475.9859526
609	475.8439945
610	475.7610557
611	475.7238453
612	475.6336651
613	475.582077
614	475.5576581
615	475.5353972
616	475.3990391
617	475.3696655
618	475.3404539
619	475.2567269
620	475.1718228
621	475.045914
622	474.9663094
623	474.8487417
624	474.7389457
625	474.7176308
626	474.6504432
627	474.5409744
628	474.4467039
629	474.3258425
630	474.2785762
631	474.2248099
632	474.1402288
633	474.0325543
634	473.9143514
635	473.8464521
636	473.7809494
637	473.6989648
638	473.6249199
639	473.5438802
640	473.4829269
641	473.4272156
642	473.3080836
643	473.2569153
644	473.1619549
645	473.086853
646	472.9634882
647	472.7996706
648	472.7629611
649	472.7076893
650	472.5958526
651	472.5445173
652	472.435205
653	472.3692967
654	472.2937689
655	472.2655666
656	472.2648768
657	472.2106564
658	472.121095
659	472.0955972
660	472.0344868
661	471.8950314
662	471.8703467
663	471.7538236
664	471.6618635
665	471.6080842
666	471.556356
667	471.4813888
668	471.3584451
669	471.2975847
670	471.2563406
671	471.2100588
672	471.1091096
673	470.9860235
674	470.938377
675	470.7772239
676	470.7106472
677	470.5987573
678	470.5120043
679	470.4373373
680	470.3607014
681	470.3230337
682	470.321498
683	470.2527788
684	470.1003682
685	470.0332889
686	469.981764
687	469.9568432
688	469.8930135
689	469.8237493
690	469.7654034
691	469.6246409
692	469.5557292
693	469.4866415
694	469.3408015
695	469.3395946
696	469.2334894
697	469.2147767
698	469.2146258
699	469.1085226
700	469.0724601
701	469.0310506
702	468.9081288
703	468.8596821
704	468.8259416
705	468.7703113
706	468.7418667
707	468.6749556
708	468.6499351
709	468.5290443
710	468.4082887
711	468.3190132
712	468.2733634
713	468.1744127
714	468.1546594
715	468.1331506
716	468.1068608
717	468.0329145
718	467.9298877
719	467.9036772
720	467.8863944
721	467.8292902
722	467.7590846
723	467.7565717
724	467.6729556
725	467.620883
726	467.5709247
727	467.5479957
728	467.5470416
729	467.40146
730	467.3632356
731	467.3410692
732	467.193741
733	467.1362641
734	467.1099333
735	467.0190298
736	466.8809428
737	466.830511
738	466.7370953
739	466.7213472
740	466.6252693
741	466.5198826
742	466.4426486
743	466.4274371
744	466.4257216
745	466.37354
746	466.2888104
747	466.2331659
748	466.1121497
749	466.0089413
750	465.9382335
751	465.8918185
752	465.7779653
753	465.723172
754	465.7226703
755	465.6628677
756	465.5884268
757	465.5249564
758	465.4487135
759	465.4482723
760	465.3546097
761	465.2973621
762	465.2393465
763	465.1873515
764	465.1051766
765	465.0244491
766	464.9877958
767	464.9869582
768	464.9427328
769	464.8247625
770	464.774199
771	464.6498768
772	464.6004373
773	464.5097135
774	464.4641772
775	464.368532
776	464.2679101
777	464.2678034
778	464.2242874
779	464.1496463
780	464.1045782
781	463.9908816
782	463.9908053
783	463.9227815
784	463.8801795
785	463.8765923
786	463.8437717
787	463.8436801
788	463.8435427
789	463.7471587
790	463.6999746
791	463.6993027
792	463.6424769
793	463.6183304
794	463.5691933
795	463.568567
796	463.567788
797	463.4576724
798	463.4575655
799	463.4428977
800	463.4004197
801	463.4003433
802	463.3187991
803	463.3181877
804	463.2991597
805	463.2078753
806	463.1425955
807	463.0379454
808	463.0378536
809	463.0192728
810	462.9738347
811	462.9738347
812	462.9470836
813	462.9470224
814	462.845449
815	462.7978823
816	462.7653677
817	462.6692795
818	462.6691417
819	462.6690805
820	462.5679972
821	462.524903
822	462.524903
823	462.4479052
824	462.3670659
825	462.3670659
826	462.3670506
827	462.2824903
828	462.2824138
829	462.2429695
830	462.1798976
831	462.0908132
832	462.0314294
833	461.985465
834	461.9257917
835	461.9257151
836	461.9257151
837	461.8568505
838	461.8139353
839	461.7981267
840	461.6985704
841	461.6200235
842	461.5531998
843	461.5514969
844	461.5478916
845	461.5378272
846	461.5268267
847	461.4868422
848	461.4014607
849	461.3053339
850	461.2829071
851	461.2270579
852	461.1866328
853	461.1866482
854	461.1816735
855	461.1791093
856	461.1791093
857	461.1785719
858	461.134488
859	461.1235239
860	461.1235393
861	461.1235546
862	461.12357
863	461.0841648
864	461.0841648
865	461.0841648
866	460.9687708
867	460.949953
868	460.8899306
869	460.8195744
870	460.7666197
871	460.7520507
872	460.723649
873	460.7074648
874	460.7047751
875	460.7046521
876	460.7046829
877	460.7046675
878	460.7046675
879	460.6185569
880	460.5753264
881	460.5753418
882	460.5672856
883	460.5651946
884	460.5123029
885	460.5123183
886	460.5117647
887	460.4174054
888	460.3314872
889	460.3179658
890	460.2363524
891	460.1973328
892	460.1134665
893	460.0486405
894	460.0485635
895	459.9983216
896	459.969935
897	459.969935
898	459.85788
899	459.8571101
900	459.7757999
901	459.7755535
902	459.7166408
903	459.7166408
904	459.7166408
905	459.6879749
906	459.6879595
907	459.673726
908	459.630114
909	459.6234586
910	459.6213017
911	459.5445879
912	459.4722996
913	459.472315
914	459.4723304
915	459.472315
916	459.3519224
917	459.3519224
918	459.2648489
919	459.2648798
920	459.217559
921	459.2174819
922	459.1401917
923	459.1227487
924	459.0323614
925	458.9482205
926	458.836595
927	458.8366259
928	458.8366259
929	458.7694585
930	458.7674366
931	458.6971562
932	458.6964307
933	458.6961682
934	458.6617418
935	458.6598429
936	458.6591327
937	458.5999685
938	458.5825513
939	458.471192
940	458.3815105
941	458.3796413
942	458.3555419
943	458.3555419
944	458.3555573
945	458.2956741
946	458.2956741
947	458.2760821
948	458.2749233
949	458.2732854
950	458.242505
951	458.2331252
952	458.2313172
953	458.2311472
954	458.2311472
955	458.2303591
956	458.1723604
957	458.0991446
958	458.0991446
959	458.0093284
960	457.9981195
961	457.8968555
962	457.800859
963	457.7860255
964	457.7845096
965	457.7842776
966	457.7842931
967	457.7843086
968	457.784092
969	457.7841075
970	457.7840147
971	457.7839992
972	457.7408259
973	457.7258202
974	457.6630696
975	457.6630232
976	457.6612903
977	457.5775008
978	457.4778618
979	457.4695963
980	457.4567953
981	457.4133589
982	457.3479798
983	457.2752049
984	457.2330522
985	457.1498657
986	457.148007
987	457.0755411
988	456.9837418
989	456.9824092
990	456.9644809
991	456.8983867
992	456.8969609
993	456.8256952
994	456.8185494
995	456.7889266
996	456.7413028
997	456.7127293
998	456.6819677
999	456.6200506
1000	456.5494707
1001	456.4895212
1002	456.4483507
1003	456.4357383
1004	456.3998691
1005	456.3605991
1006	456.284501
1007	456.2229335
1008	456.2057359
1009	456.2043079
1010	456.1822978
1011	456.1646641
1012	456.1634378
1013	456.1443441
1014	456.1430401
1015	456.1030649
1016	456.0754761
1017	456.0629309
1018	456.0049361
1019	456.0046721
1020	455.9587524
1021	455.9404267
1022	455.9187144
1023	455.8611517
1024	455.7967151
1025	455.7542547
1026	455.7265049
1027	455.6563461
1028	455.6450326
1029	455.6362365
1030	455.6348223
1031	455.5856013
1032	455.5424373
1033	455.5064045
1034	455.5062025
1035	455.5060315
1036	455.4826351
1037	455.4210214
1038	455.3756025
1039	455.3335538
1040	455.3219058
1041	455.3060273
1042	455.2714378
1043	455.2712512
1044	455.2240597
1045	455.2177288
1046	455.2175266
1047	455.2173399
1048	455.1777501
1049	455.1776101
1050	455.1106962
1051	455.110634
1052	455.0521599
1053	455.0236203
1054	454.9667537
1055	454.8681463
1056	454.8679595
1057	454.8204459
1058	454.7770691
1059	454.695489
1060	454.6504182
1061	454.6503715
1062	454.5890967
1063	454.5889565
1064	454.5804983
1065	454.4913889
1066	454.4911864
1067	454.4763071
1068	454.4199797
1069	454.4052696
1070	454.3745544
1071	454.3072417
1072	454.3070702
1073	454.3070235
1074	454.3069923
1075	454.2664035
1076	454.2577054
1077	454.2547125
1078	454.2489604
1079	454.1827048
1080	454.116923
1081	454.1169074
1082	454.0515995
1083	454.0008655
1084	453.9430596
1085	453.8913151
1086	453.8618444
1087	453.8418582
1088	453.825491
1089	453.8254286
1090	453.8007129
1091	453.7447386
1092	453.7446137
1093	453.7444733
1094	453.6760838
1095	453.6546846
1096	453.6296161
1097	453.5932597
1098	453.5222868
1099	453.4761001
1100	453.4392629
1101	453.3930833
1102	453.3930208
1103	453.3348407
1104	453.2870883
1105	453.2129114
1106	453.2117396
1107	453.2116771
1108	453.211599
1109	453.1500672
1110	453.1102967
1111	453.1101873
1112	453.0883082
1113	453.058504
1114	453.0583789
1115	452.9942784
1116	452.9420502
1117	452.9036217
1118	452.9035279
1119	452.8941157
1120	452.8891907
1121	452.8521337
1122	452.8321498
1123	452.7762591
1124	452.7758369
1125	452.7746952
1126	452.7297773
1127	452.7071916
1128	452.6962737
1129	452.6362362
1130	452.6279605
1131	452.5914141
1132	452.5647221
1133	452.4801766
1134	452.431661
1135	452.3710562
1136	452.3708997
1137	452.3545262
1138	452.3020363
1139	452.2554275
1140	452.2494621
1141	452.2036464
1142	452.2035995
1143	452.1858576
1144	452.1857793
1145	452.1857793
1146	452.1456734
1147	452.1455951
1148	452.1196599
1149	452.0754758
1150	452.0662186
1151	452.0661873
1152	452.0229848
1153	451.9795432
1154	451.9729162
1155	451.9649886
1156	451.9075334
1157	451.9060605
1158	451.9060762
1159	451.9059195
1160	451.8657888
1161	451.8146057
1162	451.814637
1163	451.8145587
1164	451.7833852
1165	451.7225523
1166	451.6883312
1167	451.659877
1168	451.65983
1169	451.6597829
1170	451.6523359
1171	451.588318
1172	451.5338102
1173	451.5338572
1174	451.4878749
1175	451.4250728
1176	451.4054022
1177	451.3570692
1178	451.3570378
1179	451.346558
1180	451.3383998
1181	451.3384155
1182	451.3187882
1183	451.2396899
1184	451.1846378
1185	451.1566383
1186	451.149544
1187	451.1494812
1188	451.1419787
1189	451.1419787
1190	451.1224371
1191	451.1222644
1192	451.1114651
1193	451.0435555
1194	451.0434927
1195	451.0264588
1196	451.0155473
1197	450.9968009
1198	450.9967852
1199	450.9551605
1200	450.9551605
1201	450.9322974
1202	450.9237234
1203	450.8630102
1204	450.8083204
1205	450.8082733
1206	450.8082576
1207	450.7613529
1208	450.7610073
1209	450.7444654
1210	450.7434914
1211	450.719345
1212	450.6681888
1213	450.6531519
1214	450.5950108
1215	450.5480368
1216	450.5118247
1217	450.5058833
1218	450.4675614
1219	450.4052459
1220	450.3526232
1221	450.3526232
1222	450.3526389
1223	450.3525603
1224	450.2787964
1225	450.2779315
1226	450.2601137
1227	450.2130418
1228	450.1739714
1229	450.1263557
1230	450.1115209
1231	450.0692793
1232	450.0127622
1233	449.9807716
1234	449.947677
1235	449.9399813
1236	449.9285871
1237	449.9286028
1238	449.9285556
1239	449.915902
1240	449.9158863
1241	449.9031379
1242	449.8759558
1243	449.8759086
1244	449.8756095
1245	449.8119842
1246	449.7862922
1247	449.7862922
1248	449.7862922
1249	449.7757915
1250	449.7442248
1251	449.7362895
1252	449.736195
1253	449.7228117
1254	449.666503
1255	449.6252433
1256	449.6059192
1257	449.5850508
1258	449.5530297
1259	449.5530139
1260	449.5031742
1261	449.5031112
1262	449.499551
1263	449.448382
1264	449.3915977
1265	449.3915662
1266	449.3762818
1267	449.3265013
1268	449.3079839
1269	449.2682358
1270	449.268157
1271	449.228106
1272	449.2280271
1273	449.1746675
1274	449.1149002
1275	449.0944032
1276	449.0745675
1277	449.0297683
1278	449.0230031
1279	448.9877561
1280	448.9877403
1281	448.9851066
1282	448.9851381
1283	448.9847911
1284	448.9847281
1285	448.9617331
1286	448.9237368
1287	448.9234055
1288	448.8795378
1289	448.8794116
1290	448.8793327
1291	448.8793327
1292	448.8791907
1293	448.8728019
1294	448.8356026
1295	448.8352555
1296	448.7922627
1297	448.7922469
1298	448.7267637
1299	448.7041343
1300	448.7040869
1301	448.6688149
1302	448.6293733
1303	448.6293101
1304	448.5928168
1305	448.582004
1306	448.5803149
1307	448.5802992
1308	448.5802834
1309	448.5190792
1310	448.4824506
1311	448.4534772
1312	448.4531929
1313	448.4529403
1314	448.3836174
1315	448.3836332
1316	448.3835858
1317	448.3055176
1318	448.2566608
1319	448.2566292
1320	448.256645
1321	448.2176568
1322	448.2176252
1323	448.1522476
1324	448.1519316
1325	448.1519316
1326	448.1518684
1327	448.1519
1328	448.0818984
1329	448.0818984
1330	448.0781057
1331	448.0780582
1332	448.0665851
1333	448.0311522
1334	448.0048208
1335	447.9440754
1336	447.9354601
1337	447.9070046
1338	447.8775512
1339	447.8775828
1340	447.8775512
1341	447.8775354
1342	447.8775038
1343	447.8774247
1344	447.8329802
1345	447.8329485
1346	447.7794068
1347	447.7791854
1348	447.7438722
1349	447.7438563
1350	447.7438722
1351	447.7438722
1352	447.6924392
1353	447.6323159
1354	447.6323001
1355	447.5873565
1356	447.5873249
1357	447.587056
1358	447.5870085
1359	447.5869927
1360	447.5766302
1361	447.5683558
1362	447.5681501
1363	447.5681501
1364	447.5681027
1365	447.5236748
1366	447.5002409
1367	447.5002092
1368	447.5001934
1369	447.5001934
1370	447.5002092
1371	447.4999402
1372	447.4999244
1373	447.4408039
1374	447.410022
1375	447.4099587
1376	447.409753
1377	447.3675096
1378	447.3673196
1379	447.3353297
1380	447.3068835
1381	447.3068993
1382	447.3068835
1383	447.3068677
1384	447.2488299
1385	447.210973
1386	447.2107672
1387	447.2107672
1388	447.2100547
1389	447.210023
1390	447.210023
1391	447.2100072
1392	447.2099755
1393	447.1887261
1394	447.1614424
1395	447.1079153
1396	447.1079153
1397	447.1078678
1398	447.1078678
1399	447.1078678
1400	447.1062999
1401	447.1063157
1402	447.1062523
1403	447.09751
1404	447.0973199
1405	447.0345505
1406	447.0345664
1407	447.0345505
1408	447.0345188
1409	447.0293075
1410	447.0197399
1411	447.0196924
1412	446.9929211
1413	446.9929211
1414	446.9846993
1415	446.9840498
1416	446.9840498
1417	446.9840498
1418	446.9834478
1419	446.9298043
1420	446.9297726
1421	446.9065769
1422	446.9065769
1423	446.9065769
1424	446.9065769
1425	446.9065293
1426	446.8977355
1427	446.8975771
1428	446.8261746
1429	446.8207706
1430	446.7473587
1431	446.747327
1432	446.7473428
1433	446.7324276
1434	446.7133588
1435	446.6793722
1436	446.679388
1437	446.6559256
1438	446.6559256
1439	446.6559415
1440	446.6082995
1441	446.5703725
1442	446.5703407
1443	446.5273043
1444	446.4619329
1445	446.4619488
1446	446.4619329
1447	446.4308774
1448	446.4308457
1449	446.3770723
1450	446.377104
1451	446.3619385
1452	446.3185329
1453	446.3185329
1454	446.2675862
1455	446.229535
1456	446.1858944
1457	446.1856881
1458	446.1566448
1459	446.1056479
1460	446.1055209
1461	446.1054892
1462	446.0734723
1463	446.059106
1464	446.0591219
1465	446.0496129
1466	445.9927769
1467	445.9896968
1468	445.9376169
1469	445.9376169
1470	445.9159098
1471	445.9039046
1472	445.9039364
1473	445.8828629
1474	445.8519894
1475	445.8461924
1476	445.8164123
1477	445.8163806
1478	445.7698243
1479	445.7366554
1480	445.7022606
1481	445.6727251
1482	445.6286962
1483	445.6280924
1484	445.6280924
1485	445.6279335
1486	445.6279335
1487	445.6080388
1488	445.5789261
1489	445.5726807
1490	445.5500023
1491	445.5399262
1492	445.5030208
1493	445.5030208
1494	445.4512337
1495	445.4489924
1496	445.4489606
1497	445.3947189
1498	445.3911418
1499	445.3757836
1500	445.3756246
1501	445.3287043
1502	445.3285135
1503	445.3285135
1504	445.2835441
1505	445.283401
1506	445.2118032
1507	445.1600459
1508	445.1317948
1509	445.0600931
1510	445.0600612
1511	445.0536971
1512	445.0290829
1513	445.0290988
1514	444.9909577
1515	444.9844493
1516	444.9844811
1517	444.9442036
1518	444.903827
1519	444.9037792
1520	444.9037792
1521	444.9037633
1522	444.9037633
1523	444.9036837
1524	444.9036997
1525	444.9037156
1526	444.9036837
1527	444.8511265
1528	444.8511106
1529	444.8511424
1530	444.8280771
1531	444.7741736
1532	444.7741895
1533	444.7740622
1534	444.7740303
1535	444.7740462
1536	444.7740144
1537	444.7740303
1538	444.7740462
1539	444.7740144
1540	444.7739666
1541	444.7740144
1542	444.7739985
1543	444.7739985
1544	444.7739826
1545	444.7739826
1546	444.7739666
1547	444.7449108
1548	444.7449108
1549	444.7448949
1550	444.7449108
1551	444.7449108
1552	444.7448949
1553	444.744863
1554	444.7448471
1555	444.744879
1556	444.744879
1557	444.7448949
1558	444.7449108
1559	444.744879
1560	444.744863
1561	444.744863
1562	444.744863
1563	444.7448312
1564	444.7376983
1565	444.7377142
1566	444.7377142
1567	444.7376664
1568	444.7376664
1569	444.7376664
1570	444.7376664
1571	444.7375232
1572	444.7373958
1573	444.7373799
1574	444.6949622
1575	444.6382716
1576	444.6382397
1577	444.6382397
1578	444.638176
1579	444.6382079
1580	444.6382238
1581	444.6321403
1582	444.6321403
1583	444.6289392
1584	444.6289551
1585	444.6289233
1586	444.6289233
1587	444.6006543
1588	444.6006384
1589	444.5539548
1590	444.5540345
1591	444.5535247
1592	444.5535407
1593	444.553461
1594	444.5360032
1595	444.5360032
1596	444.5359873
1597	444.5360032
1598	444.5360191
1599	444.536035
1600	444.4928494
1601	444.4928813
1602	444.4928653
1603	444.4928335
1604	444.4928335
1605	444.4928335
1606	444.4928813
1607	444.4928175
1608	444.4586293
1609	444.4586133
1610	444.4585974
1611	444.4585815
1612	444.4585815
1613	444.4585974
1614	444.4583903
1615	444.4065134
1616	444.4065293
1617	444.4065134
1618	444.4065293
1619	444.4064974
1620	444.4064656
1621	444.4064815
1622	444.4064815
1623	444.4064815
1624	444.358678
1625	444.3586461
1626	444.3062635
1627	444.3062316
1628	444.3062635
1629	444.2649363
1630	444.1706806
1631	444.1706487
1632	444.1706328
1633	444.1706328
1634	444.161466
1635	444.16145
1636	444.1614819
1637	444.1614819
1638	444.134921
1639	444.1349051
1640	444.1342036
1641	444.1342036
1642	444.1342036
1643	444.1144333
1644	444.1142898
1645	444.1143057
1646	444.1143057
1647	444.1142898
1648	444.114226
1649	444.1141941
1650	444.1141622
1651	444.0730723
1652	444.0345301
1653	443.9630339
1654	443.963018
1655	443.930384
1656	443.9304637
1657	443.9088021
1658	443.8659383
1659	443.8659383
1660	443.8659702
1661	443.8519154
1662	443.8519473
1663	443.8519313
1664	443.8519154
1665	443.8144389
1666	443.8144229
1667	443.7687736
1668	443.7532157
1669	443.7531997
1670	443.6952717
1671	443.6618519
1672	443.6618519
1673	443.6618359
1674	443.6618359
1675	443.6618519
1676	443.6618359
1677	443.6618359
1678	443.6618199
1679	443.6618359
