iter	RMSE
1680	443.6618199
1681	443.6616603
1682	443.6616603
1683	443.6616763
1684	443.6501368
1685	443.6500889
1686	443.6026987
1687	443.6027147
1688	443.6026987
1689	443.6027147
1690	443.6026668
1691	443.6026668
1692	443.6026987
1693	443.6027147
1694	443.6027306
1695	443.6027306
1696	443.6027147
1697	443.6026987
1698	443.6027147
1699	443.5644988
1700	443.5644828
1701	443.5644988
1702	443.5644988
1703	443.5421487
1704	443.5421966
1705	443.5158381
1706	443.4724893
1707	443.4663578
1708	443.459412
1709	443.459412
1710	443.4056455
1711	443.3996249
1712	443.3996409
1713	443.3968941
1714	443.3519365
1715	443.3464262
1716	443.3464103
1717	443.289052
1718	443.2815283
1719	443.2516717
1720	443.2513043
1721	443.2332679
1722	443.16936
1723	443.169376
1724	443.1292531
1725	443.1292212
1726	443.1291572
1727	443.1291572
1728	443.1042284
1729	443.0985233
1730	443.0985074
1731	443.0985074
1732	443.0899256
1733	443.0590972
1734	443.0590813
1735	443.0590653
1736	443.0590813
1737	443.0015579
1738	442.9489828
1739	442.9490148
1740	442.9489828
1741	442.9489828
1742	442.9489669
1743	442.8980323
1744	442.893092
1745	442.8198125
1746	442.8198285
1747	442.8198285
1748	442.7663042
1749	442.7663202
1750	442.7663202
1751	442.7634415
1752	442.7634575
1753	442.7317907
1754	442.7317907
1755	442.6714255
1756	442.6714255
1757	442.6714095
1758	442.6714095
1759	442.6485025
1760	442.6485025
1761	442.6484865
1762	442.6484865
1763	442.6484865
1764	442.6484705
1765	442.6435594
1766	442.6435435
1767	442.5997252
1768	442.5996932
1769	442.5996932
1770	442.5997092
1771	442.5997092
1772	442.5667347
1773	442.5667347
1774	442.5667187
1775	442.5667507
1776	442.5470704
1777	442.5470704
1778	442.5470704
1779	442.5444943
1780	442.5444943
1781	442.5442863
1782	442.5442703
1783	442.5443023
1784	442.5442703
1785	442.5442703
1786	442.5442543
1787	442.5442543
1788	442.5442863
1789	442.5120917
1790	442.5121077
1791	442.5119157
1792	442.5118997
1793	442.5119157
1794	442.5119157
1795	442.5119157
1796	442.5118837
1797	442.5037866
1798	442.4939932
1799	442.4939932
1800	442.4940092
1801	442.4940092
1802	442.445903
1803	442.445903
1804	442.445679
1805	442.4402535
1806	442.4402855
1807	442.4321072
1808	442.4320752
1809	442.4321072
1810	442.3721013
1811	442.3721333
1812	442.3721333
1813	442.3721173
1814	442.3721173
1815	442.3721333
1816	442.3721333
1817	442.3720693
1818	442.3720532
1819	442.3720212
1820	442.3720212
1821	442.3720052
1822	442.3719572
1823	442.3719572
1824	442.3398461
1825	442.3398301
1826	442.3398301
1827	442.3398301
1828	442.3398301
1829	442.3398301
1830	442.3398141
1831	442.3398141
1832	442.3397821
1833	442.3397501
1834	442.3396701
1835	442.3396861
1836	442.3333948
1837	442.3333628
1838	442.3001123
1839	442.3000803
1840	442.3001123
1841	442.3001283
1842	442.3001123
1843	442.2776503
1844	442.2776183
1845	442.2442835
1846	442.2442035
1847	442.206879
1848	442.2068629
1849	442.206879
1850	442.2068149
1851	442.2067669
1852	442.2067669
1853	442.202027
1854	442.1720815
1855	442.1634178
1856	442.1541613
1857	442.1541773
1858	442.1511826
1859	442.1511986
1860	442.1511505
1861	442.1511665
1862	442.1511505
1863	442.1510384
1864	442.1510384
1865	442.1510384
1866	442.1510224
1867	442.1510224
1868	442.1509423
1869	442.1508783
1870	442.1470507
1871	442.1470507
1872	442.1426946
1873	442.1427106
1874	442.1355357
1875	442.122611
1876	442.122595
1877	442.122595
1878	442.1168132
1879	442.1168292
1880	442.1168132
1881	442.1167011
1882	442.1167331
1883	442.1167331
1884	442.0787411
1885	442.0787732
1886	442.0786771
1887	442.0786931
1888	442.0715812
1889	442.0714851
1890	442.071373
1891	442.071389
1892	442.071389
1893	442.071389
1894	442.071357
1895	442.039993
1896	442.040025
1897	442.040009
1898	441.9961309
1899	441.9961309
1900	441.9961149
1901	441.9960989
1902	441.9960829
1903	441.9960829
1904	441.9960989
1905	441.9960989
1906	441.9960989
1907	441.9717951
1908	441.9483871
1909	441.9162293
1910	441.9162293
1911	441.9162293
1912	441.9162293
1913	441.8973853
1914	441.8369061
1915	441.8315693
1916	441.8057178
1917	441.8053492
1918	441.7900427
1919	441.7900427
1920	441.7900427
1921	441.7486084
1922	441.7186001
1923	441.7185841
1924	441.718568
1925	441.7150733
1926	441.7150092
1927	441.7059678
1928	441.6773674
1929	441.651555
1930	441.6515229
1931	441.6514588
1932	441.6501281
1933	441.650112
1934	441.650112
1935	441.6372693
1936	441.6094823
1937	441.6095144
1938	441.5471676
1939	441.5472157
1940	441.5472157
1941	441.5130559
1942	441.5130078
1943	441.4566625
1944	441.4566946
1945	441.4566464
1946	441.4566785
1947	441.4566625
1948	441.4566625
1949	441.4566946
1950	441.4566625
1951	441.4507115
1952	441.4507436
1953	441.4209557
1954	441.4209397
1955	441.4209718
1956	441.4152129
1957	441.4151968
1958	441.4151968
1959	441.4151968
1960	441.4151968
1961	441.4151647
1962	441.3908931
1963	441.3908931
1964	441.3708716
1965	441.3708235
1966	441.3708395
1967	441.3708395
1968	441.3635719
1969	441.3635558
1970	441.3635558
1971	441.3635719
1972	441.3635558
1973	441.349309
1974	441.3469023
1975	441.3469023
1976	441.3289165
1977	441.3289165
1978	441.3288042
1979	441.3288203
1980	441.2984144
1981	441.2983983
1982	441.2983021
1983	441.2983502
1984	441.2983502
1985	441.2983181
1986	441.2983342
1987	441.2983181
1988	441.2983021
1989	441.2983181
1990	441.2983181
1991	441.2983181
1992	441.2983502
1993	441.2581214
1994	441.2581535
1995	441.2581214
1996	441.2095916
1997	441.125727
1998	441.125727
1999	441.125727
